aX,aY,aZ,gX,gY,gZ
0.385,0.314,1.345,-34.424,75.867,104.004
0.198,0.52,1.171,-38.086,95.337,92.041
0.04,0.609,0.945,-29.358,101.624,83.801
-0.058,0.728,0.7,-26.123,91.614,74.646
-0.13,0.851,0.516,-25.085,68.359,44.922
-0.181,0.824,0.452,-28.503,38.635,17.395
-0.181,0.764,0.492,-31.677,11.292,-0.427
-0.145,0.714,0.608,-29.358,-7.263,-17.09
-0.072,0.615,0.741,-23.682,-14.648,-31.799
0.036,0.474,0.831,-18.555,-15.625,-39.734
0.146,0.339,0.897,-15.259,-14.526,-41.077
0.234,0.231,0.956,-12.756,-9.216,-35.4
0.294,0.163,0.98,-10.132,-1.709,-24.536
0.324,0.138,0.982,-8.24,4.15,-11.658
0.328,0.156,0.988,-5.493,10.864,0.366
0.754,-0.17,1.893,-60.974,-27.344,-28.687
0.822,-0.163,1.9,-68.848,-24.475,-18.677
0.855,-0.122,1.992,-76.294,-23.01,-6.897
0.876,-0.022,2.138,-82.703,-13.245,3.418
0.923,0.079,2.257,-89.905,1.526,4.822
0.989,0.133,2.327,-98.083,13.794,7.69
1.075,0.159,2.378,-109.009,20.081,13.55
1.168,0.136,2.424,-123.84,23.315,21.545
1.227,0.088,2.447,-138.794,26.672,39.612
1.245,0.089,2.452,-153.198,27.039,65.857
1.217,0.137,2.484,-166.321,24.292,91.37
1.14,0.206,2.573,-178.833,23.071,117.981
1.044,0.336,2.682,-189.575,35.706,147.583
0.946,0.527,2.691,-195.007,65.674,167.542
0.855,0.677,2.499,-197.571,97.046,168.884
0.759,0.696,2.153,-202.087,109.436,162.231
0.644,0.672,1.813,-213.318,98.572,161.072
0.547,0.698,1.618,-226.379,70.496,160.583
0.475,0.689,1.589,-241.516,43.579,151.306
0.416,0.603,1.621,-255.249,32.532,147.034
0.386,0.513,1.623,-265.442,35.034,152.649
0.34,0.498,1.643,-271.423,44.312,163.513
0.275,0.56,1.687,-269.836,70.068,173.096
0.192,0.665,1.611,-262.878,112.732,177.185
0.087,0.801,1.351,-257.446,148.682,177.368
-0.03,0.948,1.017,-253.601,162.109,170.105
-0.156,1.084,0.757,-251.648,154.968,157.837
-0.246,1.153,0.582,-253.052,141.724,137.878
-0.298,1.085,0.422,-253.723,124.878,120.85
-0.347,0.94,0.234,-257.507,100.037,121.033
-0.349,0.855,0.075,-265.32,61.035,137.451
-0.269,0.868,0.032,-280.64,15.137,145.081
-0.169,0.886,0.118,-307.373,-26.184,133.667
-0.09,0.85,0.302,-334.717,-50.171,119.873
-0.01,0.803,0.503,-355.713,-45.715,113.037
0.071,0.802,0.656,-373.169,-11.658,111.145
0.132,0.844,0.667,-389.526,49.988,110.535
0.169,0.925,0.425,-417.908,120.911,112.671
0.175,1.04,-0.053,-463.196,183.899,117.065
0.133,1.154,-0.846,-493.591,247.986,123.657
0.036,1.092,-2.132,-459.229,295.349,124.634
-0.116,0.822,-3.432,-402.161,255.432,123.169
-0.33,0.561,-3.977,-311.279,128.601,128.052
-0.598,0.515,-3.97,-204.102,-0.671,141.113
-0.813,0.742,-3.59,-73.303,-56.519,136.902
-0.895,1.011,-2.912,59.387,-45.837,95.642
-0.893,1.09,-2.411,158.264,-24.292,31.799
-0.804,0.938,-2.116,216.675,-24.292,-27.039
-0.651,0.7,-1.863,233.765,-59.448,-65.308
-0.522,0.536,-1.437,224.548,-112.122,-81.604
-0.436,0.468,-0.837,213.623,-132.507,-83.862
-0.375,0.45,-0.35,211.365,-112.61,-88.013
-0.338,0.403,-0.113,216.248,-77.087,-99.304
-0.317,0.287,-0.048,221.863,-44.434,-110.229
-0.312,0.154,-0.079,228.333,-15.198,-111.938
-0.324,0.089,-0.199,239.624,8.24,-101.868
-0.34,0.15,-0.369,253.723,17.517,-88.989
-0.377,0.312,-0.51,264.587,11.292,-83.496
-0.405,0.482,-0.594,273.071,-4.089,-88.928
-0.376,0.571,-0.639,279.785,-26.062,-103.943
-0.297,0.564,-0.646,282.349,-54.016,-117.92
-0.203,0.531,-0.589,280.884,-84.9,-123.901
-0.112,0.549,-0.417,279.297,-112.366,-128.357
-0.042,0.577,-0.173,281.189,-121.765,-133.606
0.03,0.605,0.035,280.945,-117.493,-138.977
0.108,0.633,0.221,281.555,-109.375,-150.696
0.15,0.586,0.427,283.63,-92.468,-160.461
0.178,0.472,0.614,294.434,-61.584,-157.288
0.173,0.37,0.7,313.599,-21.423,-134.46
0.08,0.431,0.595,334.534,18.555,-91.492
-0.072,0.806,0.39,340.82,28.076,-43.945
-0.127,1.361,0.336,337.891,-2.686,-28.32
0.022,1.728,0.564,336.06,-46.021,-66.772
0.278,1.67,1.064,334.229,-74.524,-135.864
0.507,1.201,1.556,341.919,-54.26,-189.636
0.63,0.645,1.585,369.568,4.883,-190.308
0.596,0.445,1.091,375.549,25.391,-135.864
0.525,0.757,0.498,335.083,-49.377,-51.758
0.609,1.492,0.551,233.948,-226.746,19.897
0.789,2.364,1.738,140.808,-383.911,11.23
0.98,2.773,3.265,142.09,-362.61,-97.778
1.327,2.419,3.953,194.519,-182.678,-261.047
1.598,1.416,3.741,269.836,46.448,-377.563
1.545,0.448,2.928,294.189,171.936,-350.281
1.204,-0.004,2.165,289.307,162.598,-204.468
0.843,0.143,1.83,294.312,98.206,39.734
0.716,1.177,1.934,268.311,4.517,168.945
0.556,2.142,2.524,274.963,-61.584,99.915
0.298,2.055,3.133,263.245,-79.773,-25.085
0.122,1.448,3.512,238.647,-68.909,-81.177
0.11,1.026,3.622,205.322,-26.917,-115.173
0.168,0.642,3.22,209.045,31.982,-128.662
0.388,0.338,2.499,172.119,11.475,-132.874
0.779,0.03,2.143,123.291,-53.528,-168.091
1.111,-0.582,2.154,85.815,-79.285,-175.354
1.31,-1.17,2.133,56.946,-68.97,-136.108
1.288,-1.443,2.096,14.526,-67.505,-51.331
1.061,-1.214,2.227,-12.268,-47.363,55.969
0.748,-0.584,2.297,-18.799,13.428,124.023
0.406,0.041,2.07,-15.198,71.35,138.672
0.083,0.427,1.687,-17.212,94.177,129.272
-0.191,0.641,1.323,-27.283,87.402,112.976
-0.382,0.791,1.013,-38.086,67.139,91.431
-0.484,0.897,0.779,-43.701,37.476,58.167
-0.531,0.927,0.688,-41.809,4.456,21.606
-0.501,0.902,0.73,-35.645,-19.836,-10.071
-0.385,0.836,0.827,-26.184,-30.884,-39.551
-0.22,0.712,0.912,-17.761,-31.982,-66.04
-0.048,0.537,0.957,-12.817,-31.128,-83.313
0.126,0.347,1.011,-10.071,-31.738,-86.121
0.272,0.191,1.086,-7.446,-26.367,-76.111
0.365,0.104,1.134,-5.92,-16.479,-58.533
0.412,0.081,1.151,-6.226,-7.08,-39.246
0.417,0.1,1.155,-7.446,1.892,-20.264
0.391,0.154,1.15,-8.423,12.207,-4.028
0.344,0.227,1.136,-7.69,24.353,7.874
0.285,0.307,1.094,-6.897,36.926,15.625
0.222,0.39,1.01,-8.24,44.495,19.775
0.171,0.459,0.897,-12.024,44.861,19.104
0.128,0.505,0.782,-16.235,38.696,15.564
0.742,-0.059,1.856,-90.942,-49.255,61.89
0.789,-0.039,1.87,-99.609,-42.175,71.777
0.828,-0.021,1.861,-106.079,-33.386,81.787
0.854,0.001,1.822,-110.291,-25.513,93.506
0.882,0.036,1.789,-114.502,-22.888,104.736
0.898,0.064,1.794,-117.371,-22.278,115.662
0.903,0.095,1.832,-120.667,-20.081,127.502
0.931,0.161,1.883,-121.277,-16.113,139.465
0.946,0.307,1.837,-134.094,-13.794,137.085
0.95,0.346,1.82,-161.316,-36.133,118.835
0.969,0.233,1.963,-164.978,-41.565,117.493
1.005,0.144,2.038,-168.945,-20.386,123.718
1.044,0.091,1.984,-171.265,-6.348,135.376
1.046,0.102,1.925,-177.307,-4.456,149.841
1.022,0.167,1.879,-184.57,-1.648,158.936
1.012,0.226,1.781,-192.444,-2.93,162.109
1.028,0.232,1.698,-206.543,-18.555,161.377
1.05,0.172,1.724,-220.093,-36.743,163.513
1.077,0.105,1.793,-224.731,-39.001,173.767
1.12,0.085,1.813,-224.731,-33.02,186.035
1.163,0.064,1.791,-225.525,-27.71,194.275
1.19,0.032,1.764,-224.487,-22.644,206.604
1.182,0.047,1.762,-222.778,-15.869,224.06
1.11,0.147,1.752,-219.849,0.305,242.737
0.983,0.333,1.661,-215.393,21.79,256.47
0.834,0.517,1.454,-213.257,38.025,256.775
0.707,0.644,1.176,-209.9,39.368,251.404
0.62,0.73,0.973,-210.815,20.203,241.699
0.541,0.76,0.953,-215.332,-1.343,231.262
0.476,0.745,0.988,-216.187,-2.075,225.159
0.45,0.744,0.916,-210.999,6.104,225.952
0.439,0.768,0.79,-210.205,1.465,227.539
0.445,0.762,0.748,-217.712,-12.939,230.042
0.45,0.732,0.824,-233.459,-18.982,234.07
0.407,0.721,0.936,-249.268,-4.944,243.53
0.336,0.772,0.997,-257.08,30.151,256.958
0.218,0.912,0.981,-256.226,87.402,262.939
0.013,1.085,0.801,-257.935,157.043,262.207
-0.257,1.284,0.42,-275.757,219.788,260.864
-0.598,1.608,-0.115,-292.48,283.386,264.954
-0.97,1.957,-0.867,-296.021,354.37,256.958
-1.272,2.189,-1.959,-274.841,414.612,229.187
-1.486,2.196,-3.226,-212.646,422.424,176.819
-1.624,1.785,-3.925,-120.911,344.299,104.492
-1.687,1.154,-3.999,-38.33,154.114,62.012
-1.662,0.86,-3.856,17.395,-68.176,55.115
-1.511,1.042,-2.914,82.092,-172.302,31.921
-1.247,1.176,-1.563,151.367,-155.762,-36.743
-0.934,0.944,-0.841,197.998,-101.013,-113.22
-0.607,0.536,-0.672,191.956,-85.693,-165.405
-0.338,0.158,-0.489,163.391,-120.667,-178.345
-0.183,-0.127,-0.032,142.578,-135.254,-165.466
-0.112,-0.302,0.428,139.709,-95.337,-147.217
-0.087,-0.387,0.633,157.227,-23.254,-126.831
-0.095,-0.404,0.537,177.307,41.87,-106.873
-0.129,-0.379,0.294,192.627,81.604,-90.332
-0.18,-0.339,0.035,206.055,104.492,-76.538
-0.25,-0.26,-0.252,217.59,114.624,-61.829
-0.314,-0.104,-0.539,226.013,103.027,-50.11
-0.367,0.089,-0.709,230.835,72.388,-46.997
-0.422,0.327,-0.705,234.131,36.133,-49.438
-0.442,0.558,-0.556,250.671,9.521,-68.726
-0.396,0.592,-0.44,268.494,1.038,-98.389
-0.297,0.476,-0.406,275.33,-13.855,-120.3
-0.209,0.386,-0.291,279.541,-32.837,-129.211
-0.15,0.379,-0.067,290.894,-37.659,-129.639
-0.107,0.395,0.085,307.068,-23.437,-130.188
-0.073,0.372,0.061,317.322,-13.977,-121.582
-0.051,0.384,0.008,316.772,-22.644,-97.656
-0.071,0.581,0.078,311.279,-38.879,-66.772
-0.104,0.931,0.253,310.669,-49.255,-55.115
-0.059,1.22,0.45,321.777,-45.898,-77.209
0.072,1.251,0.614,342.468,-31.677,-125
0.213,0.989,0.631,362.244,-8.179,-164.795
0.34,0.691,0.477,368.53,-3.967,-160.889
0.434,0.667,0.433,345.764,-43.701,-122.07
0.468,0.934,0.691,304.749,-98.206,-80.505
0.497,1.29,1.101,271.606,-134.277,-61.584
0.551,1.583,1.458,263.489,-149.658,-65.369
0.62,1.835,1.73,259.399,-163.33,-83.374
0.759,2.014,2.055,253.967,-192.688,-114.502
0.981,1.918,2.484,245.85,-223.267,-158.02
1.217,1.575,2.946,241.333,-216.98,-196.411
1.394,1.103,3.166,246.277,-156.738,-212.83
1.505,0.625,3.029,242.981,-103.455,-189.758
1.544,0.371,2.885,226.318,-84.29,-141.907
1.459,0.397,2.89,213.806,-61.218,-93.933
1.343,0.708,2.841,185.913,-27.588,-86.609
1.237,0.966,2.748,158.997,-4.028,-136.902
0.869,0.414,2.734,196.411,27.1,-133.789
0.603,0.04,2.546,216.736,33.142,-5.31
0.632,0.608,2.439,192.505,-3.052,26.001
0.557,0.825,2.603,171.387,-13.184,-43.884
0.47,0.452,2.608,145.569,-2.441,-81.116
0.488,0.155,2.363,117.859,7.568,-75.378
0.555,0.043,2.026,88.196,-3.601,-68.665
0.61,-0.05,1.823,59.265,-28.748,-67.566
0.657,-0.193,1.774,36.56,-40.955,-63.843
0.676,-0.344,1.755,17.639,-41.321,-48.401
0.647,-0.408,1.748,4.883,-34.851,-21.179
0.58,-0.351,1.719,-1.221,-19.836,7.568
0.472,-0.218,1.652,-6.287,-0.732,30.701
0.339,-0.05,1.562,-7.507,22.766,49.683
0.209,0.12,1.418,-1.343,47.546,62.256
0.086,0.255,1.229,4.822,62.378,68.726
-0.04,0.38,1.056,4.089,64.148,73.303
-0.171,0.572,0.908,-0.671,59.448,72.266
-0.266,0.792,0.751,-4.456,45.044,53.162
-0.299,0.893,0.649,-7.08,16.479,18.921
-0.272,0.839,0.695,-8.423,-11.169,-12.39
-0.182,0.717,0.826,-6.165,-22.705,-33.447
-0.068,0.592,0.923,-2.747,-24.048,-45.959
0.055,0.469,0.985,0.793,-23.926,-52.185
0.172,0.33,1.042,2.258,-20.813,-51.88
0.254,0.217,1.082,1.465,-14.282,-41.992
0.3,0.173,1.115,1.282,-5.676,-28.015
0.313,0.184,1.131,1.953,6.775,-14.404
0.299,0.221,1.104,2.747,19.043,-3.174
0.273,0.27,1.04,3.174,28.748,5.188
0.236,0.324,0.979,1.831,30.945,11.719
0.793,-0.014,1.893,-155.64,-17.334,59.937
0.834,0.025,2.077,-157.593,-5.493,69.824
0.849,0.053,2.184,-157.898,20.081,79.712
0.859,0.073,2.107,-161.804,44.556,90.82
0.863,0.092,1.912,-171.265,50.964,101.318
0.835,0.14,1.769,-182.8,38.025,115.051
0.788,0.258,1.772,-193.237,20.264,128.662
0.743,0.401,1.858,-199.829,13.489,133.789
0.73,0.453,1.873,-203.857,19.714,129.7
0.734,0.394,1.792,-209.778,20.508,128.54
0.715,0.349,1.762,-216.797,13.184,137.451
0.669,0.401,1.829,-220.886,12.024,148.56
0.62,0.483,1.868,-223.022,21.729,152.649
0.571,0.517,1.795,-227.966,32.349,152.893
0.52,0.517,1.647,-236.084,36.011,154.968
0.466,0.541,1.512,-244.446,31.982,158.447
0.405,0.596,1.441,-248.23,26.001,159.729
0.349,0.66,1.396,-245.667,24.17,158.63
0.293,0.733,1.366,-242.187,21.179,154.602
0.251,0.763,1.354,-240.967,20.142,145.996
0.245,0.695,1.276,-240.173,25.146,137.024
0.258,0.586,1.155,-242.187,20.691,137.451
0.256,0.523,1.099,-245.239,11.475,148.132
0.244,0.544,1.093,-248.474,8.118,162.659
0.22,0.578,1.06,-253.113,12.39,174.072
0.19,0.608,0.96,-260.986,17.578,186.829
0.157,0.719,0.847,-270.996,18.494,194.946
0.111,0.823,0.801,-276.855,22.705,186.829
0.06,0.799,0.754,-270.691,50.415,171.631
-0.03,0.753,0.542,-256.348,94.727,165.039
-0.192,0.812,0.124,-250,129.639,162.354
-0.427,0.944,-0.411,-262.817,143.677,151.306
-0.701,1.083,-1,-275.696,139.221,138.245
-0.964,1.17,-1.608,-282.043,120.667,117.004
-1.154,1.164,-2.186,-290.527,91.736,80.688
-1.265,1.018,-2.621,-287.659,58.96,33.875
-1.32,0.715,-2.845,-255.005,48.706,6.714
-1.333,0.445,-3.002,-199.524,62.378,6.47
-1.288,0.317,-3.146,-116.089,71.228,15.747
-1.169,0.245,-3.141,-15.747,66.467,12.512
-1.036,0.191,-2.901,79.102,52.063,-3.235
-0.929,0.189,-2.48,143.616,32.471,-18.066
-0.831,0.284,-2.048,171.753,7.08,-30.823
-0.696,0.409,-1.628,171.448,-35.889,-57.068
-0.544,0.371,-1.073,172.913,-72.754,-90.271
-0.424,0.141,-0.494,182.8,-65.796,-107.361
-0.33,-0.096,-0.171,198.669,-28.625,-100.83
-0.26,-0.215,-0.114,211.182,5.188,-83.984
-0.24,-0.206,-0.156,220.886,21.851,-65.918
-0.31,-0.063,-0.166,227.6,25.208,-47.485
-0.405,0.182,-0.139,236.694,25.208,-39.978
-0.454,0.378,-0.119,245.972,20.691,-52.307
-0.459,0.415,-0.104,251.526,8.789,-71.228
-0.421,0.329,-0.082,247.681,-6.836,-81.97
-0.336,0.231,-0.019,240.662,-24.475,-81.787
-0.254,0.176,0.096,239.441,-33.813,-79.285
-0.244,0.241,0.25,237.61,-34.973,-63.354
-0.256,0.462,0.41,242.371,-26.062,-54.749
-0.236,0.634,0.497,260.437,-8.423,-74.097
-0.228,0.623,0.491,277.649,3.357,-97.412
-0.236,0.567,0.469,292.603,6.897,-102.966
-0.195,0.533,0.441,303.711,7.324,-103.21
-0.11,0.41,0.384,307.068,0.916,-100.769
-0.068,0.345,0.328,302.429,-13.611,-82.642
-0.069,0.55,0.32,297.791,-36.987,-63.171
-0.045,0.905,0.464,290.527,-70.068,-64.026
0.028,1.198,0.803,284.119,-92.59,-91.37
0.124,1.282,1.208,283.875,-90.576,-133.85
0.237,1.089,1.452,287.659,-61.34,-173.035
0.345,0.751,1.381,292.175,-30.334,-184.814
0.401,0.582,1.143,280.823,-36.072,-161.133
0.419,0.656,1.048,263.489,-72.571,-129.517
0.481,0.803,1.163,246.155,-107.239,-111.206
0.63,0.908,1.405,236.633,-125.061,-114.014
0.68,0.928,1.779,233.398,-126.221,-117.432
0.587,1.019,2.218,246.826,-92.896,-95.581
0.549,1.228,2.294,278.381,-14.282,-91.553
0.599,1.292,1.747,301.331,29.053,-112.854
0.665,1.228,1.132,284.485,-21.912,-121.277
0.768,1.251,1.055,251.648,-111.694,-115.845
0.934,1.306,1.483,227.722,-174.927,-120.667
1.08,1.226,2.125,212.524,-191.895,-131.287
1.156,1.074,2.765,207.397,-161.255,-129.272
1.124,1.119,3.266,206.909,-93.445,-130.005
1.025,1.188,3.523,208.13,-3.967,-165.039
0.761,0.544,3.57,232.056,100.342,-156.921
0.472,0.115,3.107,266.541,184.753,-11.108
0.361,0.845,2.309,245.483,162.109,44.006
0.237,1.373,1.83,202.271,85.571,-32.471
0.188,1.091,1.645,155.579,7.324,-94.116
0.364,0.717,1.626,114.807,-60.913,-115.295
0.668,0.413,1.799,84.473,-112.854,-141.235
0.971,-0.082,2.144,60.303,-131.287,-158.569
1.184,-0.647,2.457,39.856,-105.713,-134.644
1.246,-0.999,2.526,18.738,-56.091,-74.646
1.153,-0.998,2.389,-3.357,-11.108,-0.61
0.942,-0.668,2.194,-20.264,26.306,63.354
0.672,-0.203,1.95,-25.879,59.631,98.267
0.405,0.199,1.672,-28.748,79.041,109.253
0.171,0.479,1.407,-31.738,88.562,103.577
-0.013,0.658,1.132,-35.095,87.708,91.37
-0.131,0.778,0.878,-39.795,72.449,73.792
-0.197,0.836,0.699,-43.03,48.035,51.025
-0.227,0.831,0.601,-42.603,23.193,28.931
-0.223,0.794,0.571,-40.466,0.671,11.414
-0.195,0.751,0.619,-36.499,-17.273,-2.197
-0.142,0.693,0.715,-30.273,-23.804,-14.526
-0.076,0.609,0.79,-22.217,-21.79,-22.888
-0.013,0.528,0.846,-15.32,-18.677,-25.452
0.044,0.471,0.897,-10.559,-12.634,-24.902
0.094,0.427,0.919,-7.202,-5.005,-21.79
0.138,0.394,0.926,-4.944,0.305,-16.968
0.17,0.372,0.944,-3.967,5.31,-10.803
0.188,0.372,0.966,-3.784,12.329,-3.296
0.179,0.399,0.955,-3.601,20.264,2.93
0.157,0.426,0.914,-8.057,22.705,10.01
0.15,0.46,0.881,-15.015,23.804,14.771
0.149,0.494,0.839,-16.418,22.4,13.855
0.143,0.497,0.802,-18.188,17.029,12.817
0.133,0.498,0.784,-23.071,11.292,15.747
